associated_gene	Sample	cyclo_count	noncyclo_count	Cyclo_TPM	Noncyclo_TPM	total_cyclo	total_noncyclo	H0_cyclo_count	H1_cyclo_count	H2_cyclo_count	H0_noncyclo_count	H1_noncyclo_count	H2_noncyclo_count	Cyclo_TPM_Rank	Noncyclo_TPM_Rank	Cyclo_TPM_Median	Noncyclo_TPM_Median	Cyclo_TPM_Mean	Noncyclo_TPM_Mean	Total_bin_cyclo_count_Bin1_le	Total_bin_cyclo_count_Bin2_g	Total_bin_noncyclo_count_Bin1_le	Total_bin_noncyclo_count_Bin2_g	proportion_in_Bin1_cyclo	proportion_in_Bin1_noncyclo	bin_proportion_difference	test_statistic	z_score_of_test_stat	rank_top_99_9_percentile	rank_top_99_5_percentile	rank_top_99_percentile	rank_top_98_percentile	rank_top_95_percentile	Phenotypes	Source_File	CycloHaplotypeDifference	Avg_Cyclo_TPM	SD_Cyclo_TPM	Cyclo_TPM_Z_Score	Avg_Noncyclo_TPM	SD_Noncyclo_TPM	Noncyclo_TPM_Z_Score	NoncycloHaplotypeDifference	CycloFraction	NoncycloFraction	NormalizedCycloFraction	NormalizedNoncycloFraction	NormalizedFractionDifference	Cyclo_TPM_median	Cyclo_TPM_Q1	Cyclo_TPM_Q3	Cyclo_TPM_min	Cyclo_TPM_max	Noncyclo_TPM_median	Noncyclo_TPM_Q1	Noncyclo_TPM_Q3	Noncyclo_TPM_min	Noncyclo_TPM_max	Cyclo Unique associated_gene	Cyclo Total Reads	Cyclo Unique associated_gene >1	Cyclo Unique associated_gene >10	Cyclo Unique associated_gene >100	Cyclo Unique associated_gene >1000	Noncyclo Unique associated_gene	Noncyclo Total Reads	Noncyclo Unique associated_gene >1	Noncyclo Unique associated_gene >10	Noncyclo Unique associated_gene >100	Noncyclo Unique associated_gene >1000	NMD_rank_top_99_5_percentile	Noncyclo_LOE_rank_top_99_5_percentile	Noncyclo_GOE_rank_top_99_5_percentile	Cyclo_GOE_rank_top_99_5_percentile	NMD_rare_steady_state_transcript_rank_top_99_5_percentile	Nonyclo_Allelic_Imbalance_rank_top_99_5_percentile	Cyclo_Allelic_Imbalance_rank_top_99_5_percentile
SRSF6	Patient30	496.0	127.0	299155.6091676719	70243.36283185841	1658.0	1808.0	168.0	183.0	145.0	39.0	45.0	43.0	2.0	14.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564	42.0	454.0	2.0	125.0	0.0846774193548387	0.0157480314960629	0.6863736958583623	2.607913253850564	0.0995082428633631	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz																																										
VTA1	Patient10	741.0	1255.0	531563.8450502153	575688.0733944954	1394.0	2180.0	237.0	269.0	235.0	413.0	427.0	415.0	17.0	14.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	28.0	713.0	37.0	1218.0	0.0377867746288798	0.0294820717131474	0.1234554086672954	0.4122195379791392	0.7373435869584775	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz																																										
VTA1	Patient18	483.0	699.0	488866.3967611336	503965.3929343908	988.0	1387.0	159.0	166.0	158.0	217.0	256.0	226.0	23.0	21.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	15.0	468.0	12.0	687.0	0.031055900621118	0.0171673819742489	0.2880044223327805	0.5221727772026239	1.0033794956744804	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz																																										
VTA1	Patient20	1110.0	862.0	587923.7288135594	495972.3820483314	1888.0	1738.0	354.0	395.0	361.0	278.0	308.0	276.0	10.0	23.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	51.0	1059.0	19.0	843.0	0.0459459459459459	0.0220417633410672	0.3515956465596754	1.3237629209970727	2.942856348090845	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz																																										
VTA1	Patient21	626.0	737.0	441778.4050811574	554969.8795180722	1417.0	1328.0	203.0	213.0	210.0	247.0	240.0	250.0	28.0	16.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	20.0	606.0	15.0	722.0	0.0319488817891373	0.0203527815468114	0.2217157065893078	0.4827860147223505	0.9080817743720336	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz																																										
VTA1	Patient22	754.0	1319.0	617526.6175266175	626305.7929724597	1221.0	2106.0	229.0	272.0	253.0	433.0	446.0	440.0	4.0	8.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	20.0	734.0	21.0	1298.0	0.026525198938992	0.0159211523881728	0.2498223338229023	0.4806995791988815	0.9030335668396005	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz																																										
VTA1	Patient27	476.0	847.0	519083.9694656489	588603.1966643502	917.0	1439.0	159.0	151.0	166.0	296.0	263.0	288.0	18.0	13.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	26.0	450.0	24.0	823.0	0.0546218487394958	0.0283353010625737	0.3168689828380075	1.2069764228617226	2.66028711796523	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz																																										
VTA1	Patient28	851.0	786.0	577732.5186693822	653910.1497504159	1473.0	1202.0	272.0	295.0	284.0	253.0	275.0	258.0	12.0	4.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	21.0	830.0	4.0	782.0	0.0246768507638072	0.005089058524173	0.6580612757408337	0.8387236997200382	1.769286102169637	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz																																										
VTA1	Patient3	999.0	1000.0	502767.99194765976	495294.7003467063	1987.0	2019.0	344.0	321.0	334.0	328.0	336.0	336.0	21.0	25.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	29.0	970.0	8.0	992.0	0.029029029029029	0.008	0.5679065743944636	1.0262674028522338	2.223054993737512	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz																																										
VTA1	Patient4	920.0	891.0	592020.592020592	614482.7586206896	1554.0	1450.0	302.0	292.0	326.0	292.0	292.0	307.0	8.0	9.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	26.0	894.0	17.0	874.0	0.0282608695652173	0.0190796857463524	0.1939390815853218	0.4262192918151661	0.7712165065729483	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz																																										
VTA1	Patient7	856.0	889.0	495944.3800695249	521407.6246334311	1726.0	1705.0	299.0	258.0	299.0	297.0	284.0	308.0	22.0	19.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	13.0	843.0	11.0	878.0	0.0151869158878504	0.0123734533183352	0.1020836313355266	0.1046167196798402	-0.0177512100219903	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz																																										
DND1_HARS1	Patient28	15.0	0.0	10183.299389002035	0.0	1473.0	1202.0	5.0	4.0	6.0	0.0	0.0	0.0	4.0	24.0	3584.229390681004	388.651379712398	4389.119136742791	2222.141521664957								1.612553015188858	5.322906992075444	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz	-0.2																																									
HARS1	Patient1	573.0	643.0	301261.8296529968	374490.39021549217	1902.0	1717.0	202.0	173.0	198.0	213.0	220.0	210.0	19.0	11.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037								1.6531217345247784	1.0322141411558354	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	merged_ranked_gene.tsv.gz	-0.0673854447439353																																									
HARS1	Patient10	402.0	561.0	288378.7661406025	257339.4495412844	1394.0	2180.0	149.0	148.0	105.0	189.0	183.0	189.0	22.0	23.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037								3.921630153652424	3.432018830346117	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	merged_ranked_gene.tsv.gz	0.1699604743083003																																									
HARS1	Patient19	419.0	582.0	340927.5834011391	375968.992248062	1229.0	1548.0	159.0	108.0	152.0	187.0	208.0	187.0	12.0	10.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037								3.924570556147404	3.4351294168601725	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	merged_ranked_gene.tsv.gz	-0.1692307692307692																																									
HARS1	Patient21	446.0	461.0	314749.47071277344	347138.5542168675	1417.0	1328.0	144.0	160.0	142.0	162.0	153.0	146.0	15.0	16.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037								1.4091423983848004	0.7741138184956241	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	merged_ranked_gene.tsv.gz	0.0596026490066225																																									
HARS1	Patient22	394.0	738.0	322686.3226863227	350427.35042735044	1221.0	2106.0	135.0	138.0	121.0	273.0	234.0	231.0	14.0	15.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037								1.5087932638092336	0.8795322564925996	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	merged_ranked_gene.tsv.gz	0.0656370656370656																																									
HARS1	Patient27	324.0	534.0	353326.0632497274	371091.03544127865	917.0	1439.0	103.0	121.0	100.0	180.0	171.0	183.0	8.0	13.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037								2.1224048021836373	1.5286582789996812	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	merged_ranked_gene.tsv.gz	0.0950226244343891																																									
HARS1	Patient6	657.0	531.0	410112.3595505618	309801.6336056009	1602.0	1714.0	202.0	234.0	221.0	179.0	160.0	192.0	5.0	18.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037								0.7249297745485723	0.0503004752254288	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	merged_ranked_gene.tsv.gz	0.0285714285714285																																									
HARS1	Patient9	592.0	547.0	343786.29500580725	366376.4233087743	1722.0	1493.0	214.0	183.0	195.0	182.0	172.0	193.0	11.0	14.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037								0.7804303140100328	0.1090132636502659	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	merged_ranked_gene.tsv.gz	-0.0317460317460317																																									
SRSF6	Patient11	299.0	1145.0	218727.139722019	514375.5615453728	1367.0	2226.0	94.0	114.0	91.0	390.0	373.0	382.0	7.0	1.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564								2.4722403981592	0.924726018434877	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz	0.1121951219512195																																									
SRSF6	Patient17	56.0	25.0	57435.89743589744	20374.89812550937	975.0	1227.0	19.0	25.0	12.0	9.0	6.0	10.0	25.0	27.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564								5.20945336562895	2.729778926472377	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz	0.3513513513513513																																									
SRSF6	Patient2	88.0	62.0	68911.51135473767	57142.857142857145	1277.0	1085.0	30.0	21.0	37.0	23.0	23.0	16.0	21.0	18.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564								4.618993966511345	2.340400946709067	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz	-0.2758620689655172																																									
SRSF6	Patient20	54.0	81.0	28601.69491525424	46605.29344073648	1888.0	1738.0	15.0	16.0	23.0	27.0	25.0	29.0	29.0	21.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564								2.629485804050268	1.0284213759216507	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz	-0.1794871794871795																																									
SRSF6	Patient30	496.0	127.0	299155.6091676719	70243.36283185841	1658.0	1808.0	168.0	183.0	145.0	39.0	45.0	43.0	2.0	14.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564								2.789227652792621	1.1337630106553969	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz	0.1158536585365853																																									
SRSF6	Patient31	153.0	125.0	158385.09316770185	67276.64155005381	966.0	1858.0	41.0	46.0	66.0	43.0	37.0	45.0	14.0	16.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564								3.481964348829084	1.5905876722895218	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz	-0.1785714285714285																																									
SRSF6	Patient4	197.0	100.0	126769.62676962678	68965.51724137932	1554.0	1450.0	67.0	51.0	79.0	37.0	32.0	31.0	16.0	15.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564								4.364319973034309	2.17245638485344	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz	-0.2153846153846154																																									
VTA1	Patient14	693.0	1194.0	596899.2248062015	699063.2318501171	1161.0	1708.0	228.0	247.0	218.0	387.0	391.0	416.0	5.0	2.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839								1.5897609629516254	1.2335976803157715	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz	0.0623655913978494																																									
VTA1	Patient15	613.0	1275.0	445494.1860465116	495530.5091333074	1376.0	2573.0	206.0	213.0	194.0	421.0	433.0	421.0	27.0	24.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839								1.162815387388341	0.480572364848523	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz	0.0466830466830466																																									
VTA1	Patient16	641.0	567.0	459498.20788530464	446105.4287962235	1395.0	1271.0	201.0	203.0	237.0	204.0	184.0	179.0	25.0	28.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839								1.9529078493170864	1.8740980492574488	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz	-0.0772727272727272																																									
VTA1	Patient23	127.0	581.0	190977.44360902256	501294.21915444353	665.0	1159.0	34.0	42.0	51.0	221.0	193.0	167.0	31.0	22.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839								1.792873627957322	1.5918376701306731	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz	-0.0967741935483871																																									
VTA1	Patient24	548.0	804.0	517469.3106704439	484045.7555689343	1059.0	1661.0	189.0	168.0	191.0	285.0	266.0	253.0	19.0	26.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839								1.5624676038939334	1.185459014661575	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz	-0.064066852367688																																									
VTA1	Patient25	664.0	856.0	483965.0145772595	439876.67009249737	1372.0	1946.0	256.0	214.0	194.0	292.0	278.0	286.0	24.0	29.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839								1.2216198255518806	0.584288700450671	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz	0.0490196078431372																																									
VTA1	Patient29	569.0	1270.0	545019.1570881226	683898.761443188	1044.0	1857.0	180.0	207.0	182.0	421.0	410.0	439.0	14.0	3.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839								1.589432897307696	1.2330190544928248	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz	0.0642673521850899																																									
VTA1	Patient7	856.0	889.0	495944.3800695249	521407.6246334311	1726.0	1705.0	299.0	258.0	299.0	297.0	284.0	308.0	22.0	19.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839								1.933859995250038	1.8405023941229752	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz	-0.0736086175942549																																									
VTA1	Patient8	726.0	648.0	534216.3355408389	549618.320610687	1359.0	1179.0	253.0	223.0	250.0	221.0	199.0	228.0	16.0	17.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839								1.4589303309566788	1.0028451358004786	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz	-0.0570824524312896																																									
novelGene_SRSF6_AS	Patient18	21.0	12.0	21255.06072874494	8651.766402307137	988.0	1387.0	8.0	6.0	7.0	6.0	3.0	3.0	2.0	7.0	4360.46511627907	4308.023694130317	5568.635320149852	5786.175889951817								0.7128714979224281	0.9741100928418642	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz	-0.0769230769230769																																									
novelGene_SRSF6_AS	Patient26	18.0	26.0	10650.887573964495	17699.115044247785	1690.0	1469.0	2.0	11.0	5.0	9.0	8.0	9.0	4.0	1.0	4360.46511627907	4308.023694130317	5568.635320149852	5786.175889951817								4.0	5.465838349159882	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz	0.375																																									
HARS1	Patient17	401.0	543.0	411282.0512820513	442542.7872860636	975.0	1227.0	135.0	136.0	130.0	196.0	161.0	186.0	4.0	5.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037								-15.606392255940552	0.6760393394359231	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	merged_ranked_gene.tsv.gz		317227.10950330645	116796.2420782722	0.8052908219060076																																						
HARS1	Patient20	715.0	781.0	378707.6271186441	449367.08860759495	1888.0	1738.0	264.0	224.0	227.0	277.0	270.0	234.0	6.0	4.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037								-17.777085614800452	0.4827474878708059	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	merged_ranked_gene.tsv.gz		317227.10950330645	116796.2420782722	0.5263912307566867																																						
HARS1	Patient23	495.0	545.0	744360.9022556391	470232.9594477998	665.0	1159.0	153.0	180.0	162.0	193.0	162.0	190.0	1.0	3.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037								12.202209270051954	3.1522877954678727	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	merged_ranked_gene.tsv.gz		317227.10950330645	116796.2420782722	3.65708506671032																																						
HARS1	Patient24	475.0	805.0	448536.35505193577	484647.8025285973	1059.0	1661.0	157.0	165.0	153.0	241.0	277.0	287.0	3.0	2.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037								-13.325322189611294	0.8791598100776745	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	merged_ranked_gene.tsv.gz		317227.10950330645	116796.2420782722	1.124259164611059																																						
HARS1	Patient6	657.0	531.0	410112.3595505618	309801.6336056009	1602.0	1714.0	202.0	234.0	221.0	179.0	160.0	192.0	5.0	18.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037								-15.681315546698803	0.6693677100522036	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	merged_ranked_gene.tsv.gz		317227.10950330645	116796.2420782722	0.7952760156872801																																						
HARS1	Patient7	605.0	431.0	350521.436848204	252785.9237536657	1726.0	1705.0	184.0	216.0	205.0	143.0	155.0	133.0	9.0	24.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037								-19.81171618241315	0.3015715018386736	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	merged_ranked_gene.tsv.gz		317227.10950330645	116796.2420782722	0.2850633440978778																																						
SRSF6	Patient11	299.0	1145.0	218727.139722019	514375.5615453728	1367.0	2226.0	94.0	114.0	91.0	390.0	373.0	382.0	7.0	1.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564								-14.460619802622777	0.5338061891793212	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz		138239.81160383418	91280.78331580704	0.8817554494435071																																						
SRSF6	Patient21	334.0	122.0	235709.2448835568	91867.46987951807	1417.0	1328.0	113.0	111.0	110.0	37.0	41.0	44.0	4.0	12.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564								-12.633318271441118	0.6045636173539676	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz		138239.81160383418	91280.78331580704	1.0677979497886707																																						
SRSF6	Patient25	341.0	346.0	248542.2740524781	177800.61664953752	1372.0	1946.0	108.0	125.0	108.0	114.0	115.0	117.0	3.0	6.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564								-11.33778219897683	0.6547298318679869	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz		138239.81160383418	91280.78331580704	1.2083864581554586																																						
SRSF6	Patient26	668.0	201.0	395266.2721893491	136827.7739959156	1690.0	1469.0	241.0	219.0	208.0	64.0	65.0	72.0	1.0	10.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564								6.808237217159573	1.3573865327917307	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz		138239.81160383418	91280.78331580704	2.8157784283716354																																						
SRSF6	Patient28	299.0	165.0	202987.10115410725	137271.2146422629	1473.0	1202.0	101.0	95.0	103.0	62.0	47.0	56.0	8.0	9.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564								-16.28568620716814	0.4631353103834884	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz		138239.81160383418	91280.78331580704	0.7093200474218633																																						
SRSF6	Patient30	496.0	127.0	299155.6091676719	70243.36283185841	1658.0	1808.0	168.0	183.0	145.0	39.0	45.0	43.0	2.0	14.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564								-6.808237217159572	0.8301245044196528	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz		138239.81160383418	91280.78331580704	1.762866089865949																																						
SRSF6	Patient5	354.0	682.0	221804.51127819548	342197.69192172604	1596.0	1993.0	121.0	113.0	120.0	259.0	224.0	199.0	6.0	2.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564								-14.119191650136766	0.5470270930991622	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz		138239.81160383418	91280.78331580704	0.915468696026083																																						
VTA1	Patient13	1281.0	1283.0	577547.3399458972	514228.4569138276	2218.0	2495.0	435.0	412.0	434.0	444.0	449.0	390.0	13.0	20.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839								-8.601579856119164	0.3307068474052995	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz		534575.3244359668	102837.579198112	0.417862962596064																																						
VTA1	Patient14	693.0	1194.0	596899.2248062015	699063.2318501171	1161.0	1708.0	228.0	247.0	218.0	387.0	391.0	416.0	5.0	2.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839								-7.697049453712754	0.4657790577735732	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz		534575.3244359668	102837.579198112	0.6060420797165065																																						
VTA1	Patient19	725.0	912.0	589910.4963384866	589147.2868217054	1229.0	1548.0	240.0	256.0	229.0	317.0	292.0	303.0	9.0	11.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839								-8.020282644991266	0.4175111150994219	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz		534575.3244359668	102837.579198112	0.538083182568106																																						
VTA1	Patient2	1009.0	937.0	790133.1245105717	863594.470046083	1277.0	1085.0	322.0	327.0	360.0	332.0	300.0	305.0	1.0	1.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839								3.454361987239181	2.1310031210535048	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz		534575.3244359668	102837.579198112	2.485062387381604																																						
VTA1	Patient22	754.0	1319.0	617526.6175266175	626305.7929724597	1221.0	2106.0	229.0	272.0	253.0	433.0	446.0	440.0	4.0	8.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839								-6.764635034157055	0.6050151478967798	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz		534575.3244359668	102837.579198112	0.8066243268022553																																						
VTA1	Patient31	673.0	1178.0	696687.370600414	634015.0699677072	966.0	1858.0	214.0	234.0	225.0	432.0	371.0	375.0	2.0	6.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839								-3.454361987239181	1.0993334109205375	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz		534575.3244359668	102837.579198112	1.576389170462148																																						
VTA1	Patient4	920.0	891.0	592020.592020592	614482.7586206896	1554.0	1450.0	302.0	292.0	326.0	292.0	292.0	307.0	8.0	9.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839								-7.92228755661437	0.4321445792230021	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz		534575.3244359668	102837.579198112	0.5586019044065538																																						
VTA1	Patient9	1124.0	909.0	652729.3844367014	608841.259209645	1722.0	1493.0	371.0	388.0	365.0	306.0	300.0	303.0	3.0	10.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839								-5.243069476869878	0.8322283211591103	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz		534575.3244359668	102837.579198112	1.1489385584730278																																						
novelGene_SRSF6_AS	Patient18	21.0	12.0	21255.06072874494	8651.766402307137	988.0	1387.0	8.0	6.0	7.0	6.0	3.0	3.0	2.0	7.0	4360.46511627907	4308.023694130317	5568.635320149852	5786.175889951817								-1.2985887274157697	0.901358245090724	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz		5568.635320149852	5558.793013243623	2.821912125747936																																						
novelGene_SRSF6_AS	Patient27	21.0	11.0	22900.763358778622	7644.197359277276	917.0	1439.0	8.0	6.0	7.0	4.0	2.0	5.0	1.0	9.0	4360.46511627907	4308.023694130317	5568.635320149852	5786.175889951817								1.29858872741577	0.9853687567435716	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz		5568.635320149852	5558.793013243623	3.1179660759692984																																						
novelGene_SRSF6_AS	Patient29	13.0	8.0	12452.107279693486	4308.023694130317	1044.0	1857.0	4.0	7.0	2.0	5.0	0.0	3.0	3.0	16.0	4360.46511627907	4308.023694130317	5568.635320149852	5786.175889951817								-10.609326526401707	0.6001851985962733	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz		5568.635320149852	5558.793013243623	1.2383033408770592																																						
DND1_HARS1	Patient14	0.0	0.0	0.0	0.0	1161.0	1708.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	24.0	3584.229390681004	388.651379712398	4389.119136742791	2222.141521664957								0.0	1.5604302654287614	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz					2222.141521664957	3446.0561542880723	-0.6448361321390115																																			
