Isoform	Sample	H0_cyclo_count	H1_cyclo_count	H2_cyclo_count	H0_noncyclo_count	H1_noncyclo_count	H2_noncyclo_count	cyclo_count	noncyclo_count	total_cyclo	total_noncyclo	Cyclo_TPM	Noncyclo_TPM	Cyclo_TPM_Rank	Noncyclo_TPM_Rank	Cyclo_TPM_Median	Noncyclo_TPM_Median	Cyclo_TPM_Mean	Noncyclo_TPM_Mean	associated_gene	gene_cyclo_count	gene_noncyclo_count	isoform_cyclo_proportion	isoform_noncyclo_proportion	NoncycloHaplotypeDifference	test_statistic	z_score_of_test_stat	rank_top_99_9_percentile	rank_top_99_5_percentile	rank_top_99_percentile	rank_top_98_percentile	rank_top_95_percentile	Phenotypes	Source_File	Avg_Noncyclo_TPM	SD_Noncyclo_TPM	Noncyclo_TPM_Z_Score	CycloFraction	NoncycloFraction	NormalizedCycloFraction	NormalizedNoncycloFraction	NormalizedFractionDifference	Avg_Cyclo_TPM	SD_Cyclo_TPM	Cyclo_TPM_Z_Score
PB.161541.4	Patient14	0	3	1	0	0	0	4	0	1161	1708	3445.305770887166	0.0	6.0	28.0	944.2870632672332	848.1764206955047	2194.2860325263987	1465.670973255149	novelGene_SRSF6_AS	9.0	6.0	0.4444444444444444	0.0		138.08704148430022	3.785615021323997	1.0	1.0	1.0	1.0	1.0		NMD_isoform_top_ranked_data.tsv.gz				0.0034453057708871	0.0	1.0	0.0	1.0			
PB.161541.4	Patient7	2	0	0	0	0	0	2	0	1726	1705	1158.7485515643104	0.0	14.0	28.0	944.2870632672332	848.1764206955047	2194.2860325263987	1465.670973255149	novelGene_SRSF6_AS	3.0	2.0	0.6666666666666666	0.0		103.63683910142652	2.8411730068784498	1.0	1.0	1.0	1.0	1.0		NMD_isoform_top_ranked_data.tsv.gz				0.0011587485515643	0.0	1.0	0.0	1.0			
PB.161551.113	Patient16	4	0	1	0	0	0	5	0	1395	1271	3584.229390681004	0.0	3.0	20.5	0.0	0.0	1593.7473141837554	932.8418843042036	SRSF6	93.0	54.0	0.053763440860215	0.0		139.43006566323675	2.367070112271565	1.0	1.0	1.0	1.0	1.0		NMD_isoform_top_ranked_data.tsv.gz				0.003584229390681	0.0	1.0	0.0	1.0			
PB.161551.121	Patient25	1	0	0	0	0	0	1	0	1372	1946	728.862973760933	0.0	5.0	18.5	0.0	0.0	553.9135859123627	92.02115523982648	SRSF6	341.0	346.0	0.002932551319648	0.0		90.48707464180796	1.7229254038272983	1.0	1.0	1.0	1.0	2.0		NMD_isoform_top_ranked_data.tsv.gz				0.0007288629737609	0.0	1.0	0.0	1.0			
PB.161551.166	Patient19	1	0	0	0	0	0	1	0	1229	1548	813.6696501220504	0.0	2.0	16.5	0.0	0.0	284.10273841308265	27.36052969985499	SRSF6	74.0	31.0	0.0135135135135135	0.0		93.52739414924416	2.580825808676081	1.0	1.0	1.0	1.0	2.0		NMD_isoform_top_ranked_data.tsv.gz				0.000813669650122	0.0	1.0	0.0	1.0			
PB.161551.166	Patient28	6	0	5	0	0	0	11	0	1473	1202	7467.75288526816	0.0	1.0	16.5	0.0	0.0	284.10273841308265	27.36052969985499	SRSF6	299.0	165.0	0.0367892976588628	0.0		165.55320989076677	4.568329960240981	1.0	1.0	1.0	1.0	1.0		NMD_isoform_top_ranked_data.tsv.gz				0.0074677528852681	0.0	1.0	0.0	1.0			
PB.161551.19	Patient29	2	1	0	0	0	0	3	0	1044	1857	2873.5632183908046	0.0	21.0	29.0	7078.507078507078	5507.474429583005	16450.57042214269	9691.84586219	SRSF6	61.0	35.0	0.0491803278688524	0.0		132.0058054307705	4.134115071666898	1.0	1.0	1.0	1.0	1.0		NMD_isoform_top_ranked_data.tsv.gz				0.0028735632183908	0.0	1.0	0.0	1.0			
PB.161551.19	Patient30	0	0	2	0	0	0	2	0	1658	1808	1206.2726176115802	0.0	25.0	29.0	7078.507078507078	5507.474429583005	16450.57042214269	9691.84586219	SRSF6	496.0	127.0	0.0040322580645161	0.0		104.8193676036226	3.25887862892693	1.0	1.0	1.0	1.0	1.0		NMD_isoform_top_ranked_data.tsv.gz				0.0012062726176115	0.0	1.0	0.0	1.0			
PB.161551.263	Patient24	0	1	0	0	0	0	1	0	1059	1661	944.2870632672332	0.0	2.0	16.5	0.0	0.0	1541.5311049250515	2173.7963609038698	SRSF6	27.0	41.0	0.037037037037037	0.0		97.72056706556404	5.533310373668673	1.0	1.0	1.0	1.0	1.0		NMD_isoform_top_ranked_data.tsv.gz				0.0009442870632672	0.0	1.0	0.0	1.0			
PB.161551.31	Patient10	3	4	5	0	0	0	12	0	1394	2180	8608.32137733142	0.0	5.0	26.5	3036.4372469635628	1843.3179723502303	3514.1734442161	2625.086178446902	SRSF6	248.0	345.0	0.0483870967741935	0.0		170.87110790571364	3.829838145598637	1.0	1.0	1.0	1.0	1.0		NMD_isoform_top_ranked_data.tsv.gz				0.0086083213773314	0.0	1.0	0.0	1.0			
PB.161551.31	Patient22	0	0	1	0	0	0	1	0	1221	2106	819.0008190008191	0.0	21.0	26.5	3036.4372469635628	1843.3179723502303	3514.1734442161	2625.086178446902	SRSF6	58.0	43.0	0.0172413793103448	0.0		93.7093824259482	2.0976782076602127	1.0	1.0	1.0	1.0	2.0		NMD_isoform_top_ranked_data.tsv.gz				0.0008190008190008	0.0	1.0	0.0	1.0			
PB.161551.35	Patient15	0	0	1	0	0	0	1	0	1376	2573	726.7441860465116	0.0	5.0	17.5	0.0	0.0	1437.072684758524	111.6836721251508	SRSF6	324.0	294.0	0.0030864197530864	0.0		90.40735198506631	2.5688798774859603	1.0	1.0	1.0	1.0	2.0		NMD_isoform_top_ranked_data.tsv.gz				0.0007267441860465	0.0	1.0	0.0	1.0			
PB.161551.53	Patient13	0	0	1	0	0	0	1	0	2218	2495	450.8566275924256	0.0	5.0	18.0	0.0	0.0	2860.460827323184	1015.3048038106308	SRSF6	387.0	696.0	0.0025839793281653	0.0		77.81561197144534	2.9991103142580195	1.0	1.0	1.0	1.0	1.0		NMD_isoform_top_ranked_data.tsv.gz				0.0004508566275924	0.0	1.0	0.0	1.0			
PB.161551.53	Patient31	1	0	1	0	0	0	2	0	966	1858	2070.393374741201	0.0	4.0	18.0	0.0	0.0	2860.460827323184	1015.3048038106308	SRSF6	153.0	125.0	0.0130718954248366	0.0		121.36842796245614	4.677689925012136	1.0	1.0	1.0	1.0	1.0		NMD_isoform_top_ranked_data.tsv.gz				0.0020703933747412	0.0	1.0	0.0	1.0			
PB.161551.569	Patient17	0	1	0	0	0	0	1	0	975	1227	1025.6410256410256	0.0	8.0	21.0	0.0	0.0	1084.2824272136495	368.18156622775007	SRSF6	56.0	25.0	0.0178571428571428	0.0		100.08838682616285	3.9651653469381167	1.0	1.0	1.0	1.0	2.0		NMD_isoform_top_ranked_data.tsv.gz				0.001025641025641	0.0	1.0	0.0	1.0			
PB.161551.572	Patient4	0	2	0	0	0	0	2	0	1554	1450	1287.001287001287	0.0	6.0	25.0	0.0	831.9467554076539	982.1561990253622	802.0300453852691	SRSF6	197.0	100.0	0.0101522842639593	0.0		106.73944053842546	4.688734609026589	1.0	1.0	1.0	1.0	2.0		NMD_isoform_top_ranked_data.tsv.gz				0.0012870012870012	0.0	1.0	0.0	1.0			
PB.161551.582	Patient12	1	0	0	0	0	0	1	0	1791	2004	558.3472920156337	0.0	14.0	22.0	0.0	0.0	1579.6408362637187	696.1926290120907	SRSF6	223.0	348.0	0.0044843049327354	0.0		83.33661226382472	2.518650707517808	1.0	1.0	1.0	1.0	1.0		NMD_isoform_top_ranked_data.tsv.gz				0.0005583472920156	0.0	1.0	0.0	1.0			
PB.161551.582	Patient18	2	0	3	0	0	0	5	0	988	1387	5060.728744939272	0.0	3.0	22.0	0.0	0.0	1579.6408362637187	696.1926290120907	SRSF6	157.0	82.0	0.0318471337579617	0.0		151.4267324948669	4.576512490427488	1.0	1.0	1.0	1.0	1.0		NMD_isoform_top_ranked_data.tsv.gz				0.0050607287449392	0.0	1.0	0.0	1.0			
PB.161551.598	Patient27	1	2	8	0	0	1	11	1	917	1439	11995.637949836422	694.9270326615705	1.0	6.0	0.0	0.0	696.8469069485643	329.5465345074112	SRSF6	92.0	45.0	0.1195652173913043	0.0222222222222222		55.65920731443527	4.9821612440158605	1.0	1.0	1.0	1.0	2.0		NMD_isoform_top_ranked_data.tsv.gz				0.0119956379498364	0.0006949270326615	0.945240654484653	0.0547593455153469	0.890481308969306			
PB.161551.604	Patient1	1	0	1	0	0	0	2	0	1902	1717	1051.5247108307044	0.0	12.0	25.0	0.0	645.9948320413437	1393.892593594069	1060.6167864373883	SRSF6	191.0	95.0	0.0104712041884816	0.0		100.80809378503749	4.56717276509249	1.0	1.0	1.0	1.0	2.0		NMD_isoform_top_ranked_data.tsv.gz				0.0010515247108307	0.0	1.0	0.0	1.0			
PB.161551.68	Patient26	3	6	2	0	0	0	11	0	1690	1469	6508.87573964497	0.0	3.0	21.0	957.854406130268	0.0	2086.813695866513	2040.7351218753147	SRSF6	668.0	201.0	0.0164670658682634	0.0		160.49152794020398	2.238776399369391	1.0	1.0	1.0	1.0	1.0		NMD_isoform_top_ranked_data.tsv.gz				0.0065088757396449	0.0	1.0	0.0	1.0			
PB.59138.482	Patient23	0	1	0	0	0	0	1	0	665	1159	1503.7593984962407	0.0	5.0	21.5	0.0	0.0	541.314056630287	756.8068499073898	HARS1	495.0	545.0	0.002020202020202	0.0		111.42483593881268	3.352913838762689	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	NMD_isoform_top_ranked_data.tsv.gz				0.0015037593984962	0.0	1.0	0.0	1.0			
PB.59138.482	Patient6	0	1	1	0	0	0	2	0	1602	1714	1248.4394506866415	0.0	6.0	21.5	0.0	0.0	541.314056630287	756.8068499073898	HARS1	657.0	531.0	0.0030441400304414	0.0		105.83558538668356	3.184726240668879	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	NMD_isoform_top_ranked_data.tsv.gz				0.0012484394506866	0.0	1.0	0.0	1.0			
PB.59138.484	Patient3	0	1	0	0	0	0	1	0	1987	2019	503.2712632108706	0.0	15.0	25.5	0.0	538.2131324004305	1615.341774683844	1397.475271755191	HARS1	609.0	838.0	0.0016420361247947	0.0		80.63115352051496	3.3842924374831806	1.0	1.0	1.0	1.0	2.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	NMD_isoform_top_ranked_data.tsv.gz				0.0005032712632108	0.0	1.0	0.0	1.0			
PB.59138.484	Patient9	0	0	1	0	0	0	1	0	1722	1493	580.7200929152149	0.0	13.0	25.5	0.0	538.2131324004305	1615.341774683844	1397.475271755191	HARS1	592.0	547.0	0.0016891891891891	0.0		84.37194430904054	3.5413028413166425	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	NMD_isoform_top_ranked_data.tsv.gz				0.0005807200929152	0.0	1.0	0.0	1.0			
PB.59138.488	Patient20	3	3	0	0	0	0	6	0	1888	1738	3177.966101694916	0.0	3.0	23.5	726.7441860465116	0.0	1231.04416041569	865.7269389952993	HARS1	715.0	781.0	0.0083916083916083	0.0		135.36319097664926	2.352717149516757	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	NMD_isoform_top_ranked_data.tsv.gz				0.0031779661016949	0.0	1.0	0.0	1.0			
PB.59138.501	Patient2	18	26	30	0	0	0	74	0	1277	1085	57948.316366483945	0.0	1.0	16.0	0.0	0.0	1869.300527951095	0.0	HARS1	145.0	71.0	0.5103448275862069	0.0		250.3520274138196	5.567764362830022	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	NMD_isoform_top_ranked_data.tsv.gz				0.0579483163664839	0.0	1.0	0.0	1.0			
PB.70308.19	Patient11	0	0	3	0	0	0	3	0	1367	2226	2194.586686174104	0.0	12.0	31.0	1930.5019305019305	1725.625539257981	2222.732069702248	2316.8778126739057	VTA1	810.0	640.0	0.0037037037037037	0.0		123.22596776535738	5.106080066490482	1.0	1.0	1.0	1.0	1.0		NMD_isoform_top_ranked_data.tsv.gz				0.0021945866861741	0.0	1.0	0.0	1.0			
PB.70308.26	Patient21	2	2	2	0	0	0	6	0	1417	1328	4234.297812279464	0.0	15.0	30.0	4206.098843322818	2927.400468384076	4173.63598258706	3414.373282954469	VTA1	626.0	737.0	0.0095846645367412	0.0		145.16437630484845	3.7380102177118575	1.0	1.0	1.0	1.0	1.0		NMD_isoform_top_ranked_data.tsv.gz				0.0042342978122794	0.0	1.0	0.0	1.0			
PB.70308.42	Patient5	6	3	3	3	0	2	12	5	1596	1993	7518.796992481202	2508.7807325639737	22.0	31.0	10647.010647010646	12436.844150796736	9958.494907074535	12753.648649879153	VTA1	676.0	862.0	0.0177514792899408	0.0058004640371229		20.38547305303627	2.44611757006667	1.0	1.0	1.0	1.0	1.0		NMD_isoform_top_ranked_data.tsv.gz				0.0075187969924812	0.0025087807325639	0.7498118886380738	0.2501881113619262	0.4996237772761475			
PB.70308.42	Patient8	8	4	5	3	1	3	17	7	1359	1179	12509.197939661515	5937.234944868533	8.0	28.0	10647.010647010646	12436.844150796736	9958.494907074535	12753.648649879153	VTA1	726.0	648.0	0.0234159779614325	0.0108024691358024		14.631732322573113	1.8999600330155269	1.0	1.0	1.0	1.0	1.0		NMD_isoform_top_ranked_data.tsv.gz				0.0125091979396615	0.0059372349448685	0.678136419001218	0.321863580998782	0.356272838002436			
PB.161551.121	Patient6	0	0	0	0	1	0	0	1	1602	1714	0.0	583.4305717619603	20.5	2.0	0.0	0.0	553.9135859123627	92.02115523982648	SRSF6	77.0	89.0	0.0	0.0112359550561797		-0.6521399930854379	2.656708797995122	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	92.02115523982648	226.11066238837705	2.173313771811737								
PB.161551.166	Patient8	0	0	0	0	0	1	0	1	1359	1179	0.0	848.1764206955047	17.5	1.0	0.0	0.0	284.10273841308265	27.36052969985499	SRSF6	217.0	262.0	0.0	0.0038167938931297		9.729920501882418	5.567764362830022	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	27.36052969985499	152.33698221100502	5.388159060803247								
PB.161551.22	Patient13	0	0	0	9	7	14	0	30	2218	2495	0.0	12024.048096192384	25.5	1.0	813.6696501220504	0.0	1372.4935552085096	1686.99992983565	SRSF6	387.0	696.0	0.0	0.043103448275862		0.3348336327475777	2.558753617733712	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	1686.99992983565	3537.709489716852	2.9219607196135486								
PB.161551.263	Patient28	25	19	25	34	17	30	69	81	1473	1202	46843.17718940937	67387.68718801996	1.0	1.0	0.0	0.0	1541.5311049250515	2173.7963609038698	SRSF6	299.0	165.0	0.2307692307692307	0.4909090909090909		16.04021880022073	5.5677643628300215	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	2173.7963609038698	12103.185910290156	5.388159060803246								
PB.161551.35	Patient9	0	0	0	1	0	1	0	2	1722	1493	0.0	1339.5847287340923	18.5	2.0	0.0	0.0	1437.072684758524	111.6836721251508	SRSF6	3.0	7.0	0.0	0.2857142857142857		-0.3125674986276103	3.4130493271016533	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	111.6836721251508	382.3950112081929	3.2110802197166146								
PB.161551.51	Patient18	0	0	2	0	0	2	2	2	988	1387	2024.2914979757088	1441.9610670511895	8.0	8.0	0.0	0.0	1473.3934869156656	889.2655802983257	SRSF6	157.0	82.0	0.0127388535031847	0.024390243902439		-1.9163981200800169	1.9677948390559128	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	889.2655802983257	1347.6890146738165	0.4101061006916596								
PB.161551.53	Patient10	7	11	11	5	9	6	29	20	1394	2180	20803.44332855093	9174.311926605506	2.0	2.0	0.0	0.0	2860.460827323184	1015.3048038106308	SRSF6	248.0	345.0	0.1169354838709677	0.0579710144927536		-0.854825656581758	3.061312941517805	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	1015.3048038106308	3431.1727505794142	2.377906248356945								
PB.161551.53	Patient30	36	29	34	9	9	12	99	30	1658	1808	59710.49457177322	16592.920353982303	1.0	1.0	0.0	0.0	2860.460827323184	1015.3048038106308	SRSF6	496.0	127.0	0.1995967741935483	0.2362204724409448		0.8548256565817581	3.458909416186185	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	1015.3048038106308	3431.1727505794142	4.540026598060711								
PB.161551.53	Patient5	6	2	1	5	3	2	9	10	1596	1993	5639.097744360902	5017.561465127948	3.0	3.0	0.0	0.0	2860.460827323184	1015.3048038106308	SRSF6	354.0	682.0	0.0254237288135593	0.0146627565982404		-1.7253089764730989	2.858873358322327	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	1015.3048038106308	3431.1727505794142	1.166439859561564								
PB.161551.569	Patient15	0	1	1	1	1	1	2	3	1376	2573	1453.4883720930231	1165.954139137194	6.0	5.0	0.0	0.0	1084.2824272136495	368.18156622775007	SRSF6	324.0	294.0	0.0061728395061728	0.010204081632653		-1.2882154966850987	2.1267321664688543	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	368.18156622775007	672.3515069586703	1.1865409159534812								
PB.161551.569	Patient27	4	5	3	0	2	0	12	2	917	1439	13086.150490730644	1389.854065323141	1.0	3.0	0.0	0.0	1084.2824272136495	368.18156622775007	SRSF6	92.0	45.0	0.1304347826086956	0.0444444444444444		-1.0349923077115648	2.179589427297661	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	368.18156622775007	672.3515069586703	1.5195511403207036								
PB.161551.582	Patient16	4	2	3	3	1	1	9	5	1395	1271	6451.612903225807	3933.910306845004	2.0	1.0	0.0	0.0	1579.6408362637187	696.1926290120907	SRSF6	93.0	54.0	0.0967741935483871	0.0925925925925925		0.3851070024434856	2.331337764765556	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	696.1926290120907	1085.639004569268	2.9823151749392904								
PB.161551.582	Patient17	0	2	1	1	0	0	3	1	975	1227	3076.923076923077	814.9959250203749	5.0	10.0	0.0	0.0	1579.6408362637187	696.1926290120907	SRSF6	56.0	25.0	0.0535714285714285	0.04		-2.269696898327727	1.829258336588408	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	696.1926290120907	1085.639004569268	0.1094316761909451								
PB.161551.598	Patient14	0	0	0	0	1	0	0	1	1161	1708	0.0	585.4800936768149	18.5	7.0	0.0	0.0	696.8469069485643	329.5465345074112	SRSF6	121.0	44.0	0.0	0.0227272727272727		-2.1993359508722565	1.992480224693555	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	329.5465345074112	654.2185420886813	0.3912049914579021								
PB.161551.598	Patient20	1	1	2	0	2	0	4	2	1888	1738	2118.64406779661	1150.7479861910242	3.0	3.0	0.0	0.0	696.8469069485643	329.5465345074112	SRSF6	54.0	81.0	0.074074074074074	0.0246913580246913		-1.2256649216555575	2.2034451312936527	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	329.5465345074112	654.2185420886813	1.2552402581892836								
PB.161551.598	Patient26	0	0	0	1	2	0	0	3	1690	1469	0.0	2042.2055820285907	18.5	2.0	0.0	0.0	696.8469069485643	329.5465345074112	SRSF6	668.0	201.0	0.0	0.0149253731343283		-0.3986556254805256	2.3826328997387463	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	329.5465345074112	654.2185420886813	2.617869927766467								
PB.161551.598	Patient29	3	1	1	1	3	1	5	5	1044	1857	4789.272030651341	2692.5148088314486	2.0	1.0	0.0	0.0	696.8469069485643	329.5465345074112	SRSF6	61.0	35.0	0.081967213114754	0.1428571428571428		0.3986556254805255	2.555386004784424	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	329.5465345074112	654.2185420886813	3.611894378260728								
PB.161551.598	Patient31	0	0	0	1	0	1	0	2	966	1858	0.0	1076.426264800861	18.5	4.0	0.0	0.0	696.8469069485643	329.5465345074112	SRSF6	153.0	125.0	0.0	0.016		-1.3219008572704056	2.1825937301947698	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	329.5465345074112	654.2185420886813	1.1416364444653848								
PB.161551.61	Patient7	1	0	0	5	8	10	1	23	1726	1705	579.3742757821552	13489.736070381232	11.0	4.0	0.0	0.0	4137.538206592386	5096.228719210569	SRSF6	262.0	375.0	0.0038167938931297	0.0613333333333333		-2.349058079204164	2.285209711022899	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	5096.228719210569	14236.45635603268	0.5895784134240629								
PB.161551.77	Patient22	1	5	1	0	0	2	7	2	1221	2106	5733.0057330057325	949.667616334283	3.0	2.0	0.0	0.0	908.8868852412488	130.2783965527929	SRSF6	58.0	43.0	0.1206896551724138	0.0465116279069767		-0.4958494823569211	2.876222333620833	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	130.2783965527929	351.37942195543854	2.331921474574581								
PB.59138.482	Patient21	1	1	1	1	0	3	3	4	1417	1328	2117.148906139732	3012.0481927710844	2.0	3.0	0.0	0.0	541.314056630287	756.8068499073898	HARS1	446.0	461.0	0.0067264573991031	0.0086767895878524		-0.7173546863694377	2.186910042104559	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	756.8068499073898	1308.5906324244283	1.7234124156042632								
PB.59138.482	Patient24	2	2	0	2	1	1	4	4	1059	1661	3777.148253068933	2408.187838651415	1.0	5.0	0.0	0.0	541.314056630287	756.8068499073898	HARS1	475.0	805.0	0.0084210526315789	0.0049689440993788		-1.0400315534798985	2.1258505292090786	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	756.8068499073898	1308.5906324244283	1.2619538515910882								
PB.59138.482	Patient25	0	0	1	3	1	2	1	6	1372	1946	728.862973760933	3083.247687564234	9.0	2.0	0.0	0.0	541.314056630287	756.8068499073898	HARS1	354.0	738.0	0.0028248587570621	0.008130081300813		-0.6836598061158989	2.193286058438721	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	756.8068499073898	1308.5906324244283	1.777821711398501								
PB.59138.482	Patient3	1	1	0	5	5	0	2	10	1987	2019	1006.5425264217412	4952.947003467063	7.0	1.0	0.0	0.0	541.314056630287	756.8068499073898	HARS1	609.0	838.0	0.0032840722495894	0.0119331742243436		0.6836598061158988	2.452021276252556	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	756.8068499073898	1308.5906324244283	3.206610264193529								
PB.59138.482	Patient4	1	1	1	1	1	2	3	4	1554	1450	1930.5019305019305	2758.620689655172	3.0	4.0	0.0	0.0	541.314056630287	756.8068499073898	HARS1	420.0	453.0	0.0071428571428571	0.0088300220750551		-0.844108453000519	2.162924674583584	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	756.8068499073898	1308.5906324244283	1.52974795183962								
PB.59138.485	Patient11	0	0	0	1	2	2	0	5	1367	2226	0.0	2246.1814914645106	25.0	1.0	813.6696501220504	0.0	1516.8430885559874	200.4340291466216	HARS1	252.0	431.0	0.0	0.0116009280742459		1.1695542989633632	2.94306819119342	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	200.4340291466216	468.18317911687456	4.369544984885501								
PB.59138.485	Patient19	0	0	1	0	1	0	1	1	1229	1548	813.6696501220504	645.9948320413437	16.0	4.0	813.6696501220504	0.0	1516.8430885559874	200.4340291466216	HARS1	419.0	582.0	0.0023866348448687	0.0017182130584192		-1.7962905534540048	2.2336184080658428	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	200.4340291466216	468.18317911687456	0.9516805019248564								
PB.59138.526	Patient12	2	10	9	10	5	8	21	23	1791	2004	11725.293132328308	11477.045908183632	3.0	1.0	728.862973760933	0.0	2209.778819577161	1444.6998029576428	HARS1	520.0	462.0	0.0403846153846153	0.0497835497835497		0.5051553336759335	2.4901083013282923	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	1444.6998029576428	2829.219828564638	3.5459761747519454								
PB.70308.12	Patient1	74	60	50	65	58	59	184	182	1902	1717	96740.27339642482	105998.8351776354	3.0	3.0	53201.08205590622	52974.73512632437	55866.81242785061	62448.41442168233	VTA1	1133.0	979.0	0.1624007060900265	0.1859039836567926		-2.363644792596199	1.606541502910038	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	62448.41442168233	27085.00860703385	1.6079160759300342								
PB.70308.18	Patient2	44	28	34	33	31	36	106	100	1277	1085	83007.04776820673	92165.89861751151	1.0	1.0	51724.137931034486	53097.345132743365	52791.50510828705	54522.69352716771	VTA1	1009.0	937.0	0.1050545094152626	0.1067235859124866		5.2985765184069455	2.789734856561876	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	54522.69352716771	13430.477873422298	2.8028194860315674								
